anio;Cod.Dep;Dep;edad;Hombres;Mujeres
2005;73;Tolima;85;786;981
2005;73;Tolima;86;541;678
2005;73;Tolima;87;560;621
2005;73;Tolima;88;459;587
2005;73;Tolima;89;327;413
2005;73;Tolima;90;245;358
2005;73;Tolima;91;227;268
2005;73;Tolima;92;176;219
2005;73;Tolima;93;118;156
2005;73;Tolima;94;99;121
2005;73;Tolima;95;76;111
2005;73;Tolima;96;45;68
2005;73;Tolima;97;30;43
2005;73;Tolima;98;26;29
2005;73;Tolima;99;17;26
2005;73;Tolima;100;19;15
2005;73;Tolima;101;4;6
2005;73;Tolima;102;3;8
2005;73;Tolima;103;5;8
2005;73;Tolima;104;4;4
2005;73;Tolima;105;6;8
2005;73;Tolima;106;1;1
2005;73;Tolima;110;NA;2
2005;73;Tolima;111;NA;2
2005;73;Tolima;113;1;NA
2005;73;Tolima;115;1;1
2005;76;Valle;0;37775;35845
2005;76;Valle;1;36341;34578
2005;76;Valle;2;35565;33925
2005;76;Valle;3;35268;34040
2005;76;Valle;4;37163;35192
2005;76;Valle;5;39583;38149
2005;76;Valle;6;39559;37592
2005;76;Valle;7;37709;36806
2005;76;Valle;8;40250;38265
2005;76;Valle;9;41706;40489
2005;76;Valle;10;41902;40058
2005;76;Valle;11;42114;40844
2005;76;Valle;12;41549;39858
2005;76;Valle;13;41311;40269
2005;76;Valle;14;40829;40655
2005;76;Valle;15;39836;39103
2005;76;Valle;16;38719;39222
2005;76;Valle;17;37037;37880
2005;76;Valle;18;35585;36766
2005;76;Valle;19;34329;36907
2005;76;Valle;20;34820;37545
2005;76;Valle;21;33846;36774
2005;76;Valle;22;33546;36453
2005;76;Valle;23;34828;37950
2005;76;Valle;24;33404;36343
2005;76;Valle;25;33702;36654
2005;76;Valle;26;32364;35969
2005;76;Valle;27;29448;32702
2005;76;Valle;28;29032;32867
2005;76;Valle;29;28207;31531
2005;76;Valle;30;28503;31815
2005;76;Valle;31;27252;30889
2005;76;Valle;32;26950;30780
2005;76;Valle;33;28372;31639
2005;76;Valle;34;27651;31794
2005;76;Valle;35;28533;31978
2005;76;Valle;36;27276;31689
2005;76;Valle;37;27226;31474
2005;76;Valle;38;26882;30996
2005;76;Valle;39;26927;31095
2005;76;Valle;40;27624;31642
2005;76;Valle;41;26385;30741
2005;76;Valle;42;26870;31199
2005;76;Valle;43;25669;29648
2005;76;Valle;44;23801;27158
2005;76;Valle;45;24264;27807
2005;76;Valle;46;21648;25765
2005;76;Valle;47;20937;24856
2005;76;Valle;48;20841;24611
2005;76;Valle;49;19725;23486
2005;76;Valle;50;19456;23221
2005;76;Valle;51;18201;21663
2005;76;Valle;52;17606;20877
2005;76;Valle;53;16731;19754
2005;76;Valle;54;15638;17980
2005;76;Valle;55;15381;17801
2005;76;Valle;56;14314;17126
2005;76;Valle;57;14125;16524
2005;76;Valle;58;12809;15265
2005;76;Valle;59;11969;14048
2005;76;Valle;60;12160;14062
2005;76;Valle;61;10904;12674
2005;76;Valle;62;10507;12519
2005;76;Valle;63;10013;12069
2005;76;Valle;64;9709;11159
2005;76;Valle;65;10561;12737
2005;76;Valle;66;9343;11361
2005;76;Valle;67;8870;10907
2005;76;Valle;68;8299;10327
2005;76;Valle;69;7996;9970
2005;76;Valle;70;7870;10087
2005;76;Valle;71;7073;8618
2005;76;Valle;72;6692;8386
2005;76;Valle;73;6234;7776
2005;76;Valle;74;5794;7263
2005;76;Valle;75;6342;7891
2005;76;Valle;76;5179;6624
2005;76;Valle;77;5009;5770
2005;76;Valle;78;4250;5283
2005;76;Valle;79;3571;4645
2005;76;Valle;80;3409;4445
2005;76;Valle;81;2853;3846
2005;76;Valle;82;2457;3198
2005;76;Valle;83;2204;2972
2005;76;Valle;84;1822;2661
2005;76;Valle;85;1830;2774
2005;76;Valle;86;1359;1974
2005;76;Valle;87;1224;1762
2005;76;Valle;88;1010;1388
2005;76;Valle;89;837;1153
2005;76;Valle;90;627;1059
2005;76;Valle;91;573;789
2005;76;Valle;92;376;638
2005;76;Valle;93;307;543
2005;76;Valle;94;217;432
2005;76;Valle;95;207;408
2005;76;Valle;96;106;217
2005;76;Valle;97;79;162
2005;76;Valle;98;58;102
2005;76;Valle;99;46;104
2005;76;Valle;100;42;67
2005;76;Valle;101;23;49
2005;76;Valle;102;12;30
2005;76;Valle;103;8;17
2005;76;Valle;104;5;20
2005;76;Valle;105;12;28
2005;76;Valle;106;8;5
2005;76;Valle;107;NA;3
2005;76;Valle;108;6;4
2005;76;Valle;109;NA;1
2005;76;Valle;111;2;2
2005;76;Valle;112;NA;1
2005;76;Valle;113;3;1
2005;76;Valle;114;2;2
2005;76;Valle;115;1;4
2005;81;Arauca;0;1806;1658
2005;81;Arauca;1;1769;1634
2005;81;Arauca;2;1788;1758
2005;81;Arauca;3;1745;1632
2005;81;Arauca;4;1767;1741
2005;81;Arauca;5;2026;1756
2005;81;Arauca;6;1784;1849
2005;81;Arauca;7;1789;1783
2005;81;Arauca;8;1762;1777
2005;81;Arauca;9;1866;1770
2005;81;Arauca;10;2034;1934
2005;81;Arauca;11;2103;2047
2005;81;Arauca;12;1927;1869
2005;81;Arauca;13;1834;1935
2005;81;Arauca;14;1806;1802
2005;81;Arauca;15;1785;1814
2005;81;Arauca;16;1690;1644
2005;81;Arauca;17;1524;1516
2005;81;Arauca;18;1453;1343
2005;81;Arauca;19;2014;1203
2005;81;Arauca;20;2336;1293
2005;81;Arauca;21;1466;1191
2005;81;Arauca;22;1422;1149
2005;81;Arauca;23;1402;1212
2005;81;Arauca;24;1320;1383
2005;81;Arauca;25;1432;1296
2005;81;Arauca;26;1287;1231
2005;81;Arauca;27;1147;1204
2005;81;Arauca;28;1025;1047
2005;81;Arauca;29;1162;1163
2005;81;Arauca;30;1238;1151
2005;81;Arauca;31;1085;1153
2005;81;Arauca;32;1028;1061
2005;81;Arauca;33;1128;1307
2005;81;Arauca;34;1043;1081
2005;81;Arauca;35;1023;1102
2005;81;Arauca;36;907;1069
2005;81;Arauca;37;928;1019
2005;81;Arauca;38;1007;1032
2005;81;Arauca;39;867;953
2005;81;Arauca;40;913;918
2005;81;Arauca;41;860;938
2005;81;Arauca;42;861;974
2005;81;Arauca;43;821;863
2005;81;Arauca;44;793;786
2005;81;Arauca;45;868;811
2005;81;Arauca;46;740;750
2005;81;Arauca;47;719;731
2005;81;Arauca;48;653;633
2005;81;Arauca;49;639;603
2005;81;Arauca;50;655;550
2005;81;Arauca;51;579;537
2005;81;Arauca;52;474;435
2005;81;Arauca;53;526;457
2005;81;Arauca;54;457;436
2005;81;Arauca;55;469;455
2005;81;Arauca;56;413;398
2005;81;Arauca;57;410;394
2005;81;Arauca;58;400;363
2005;81;Arauca;59;353;324
2005;81;Arauca;60;340;347
2005;81;Arauca;61;291;293
2005;81;Arauca;62;363;285
2005;81;Arauca;63;342;317
2005;81;Arauca;64;272;258
2005;81;Arauca;65;308;349
2005;81;Arauca;66;329;292
2005;81;Arauca;67;252;287
2005;81;Arauca;68;238;213
2005;81;Arauca;69;224;211
2005;81;Arauca;70;254;261
2005;81;Arauca;71;193;212
2005;81;Arauca;72;171;205
2005;81;Arauca;73;168;199
2005;81;Arauca;74;165;174
2005;81;Arauca;75;160;163
2005;81;Arauca;76;129;119
2005;81;Arauca;77;117;105
2005;81;Arauca;78;97;87
2005;81;Arauca;79;77;69
2005;81;Arauca;80;91;82
2005;81;Arauca;81;62;60
2005;81;Arauca;82;60;42
2005;81;Arauca;83;52;52
2005;81;Arauca;84;41;44
2005;81;Arauca;85;53;49
2005;81;Arauca;86;31;39
2005;81;Arauca;87;22;30
2005;81;Arauca;88;36;11
2005;81;Arauca;89;17;19
2005;81;Arauca;90;16;20
2005;81;Arauca;91;16;16
2005;81;Arauca;92;4;8
2005;81;Arauca;93;14;10
2005;81;Arauca;94;3;6
2005;81;Arauca;95;5;8
2005;81;Arauca;96;4;2
2005;81;Arauca;97;NA;2
2005;81;Arauca;98;2;3
2005;81;Arauca;99;4;5
2005;81;Arauca;100;NA;1
2005;81;Arauca;101;NA;1
2005;81;Arauca;102;1;NA
2005;81;Arauca;105;NA;2
2005;85;Casanare;0;3224;3138
2005;85;Casanare;1;3375;3205
2005;85;Casanare;2;3166;3172
2005;85;Casanare;3;3161;3115
2005;85;Casanare;4;3293;3118
2005;85;Casanare;5;3622;3482
2005;85;Casanare;6;3739;3491
2005;85;Casanare;7;3531;3329
2005;85;Casanare;8;3593;3527
2005;85;Casanare;9;3616;3473
2005;85;Casanare;10;3684;3477
2005;85;Casanare;11;3646;3376
2005;85;Casanare;12;3562;3402
2005;85;Casanare;13;3388;3127
2005;85;Casanare;14;3194;3279
2005;85;Casanare;15;3279;3043
2005;85;Casanare;16;3107;2870
2005;85;Casanare;17;2747;2666
2005;85;Casanare;18;2578;2465
2005;85;Casanare;19;2607;2456
2005;85;Casanare;20;2674;2372
2005;85;Casanare;21;2428;2396
2005;85;Casanare;22;2323;2210
2005;85;Casanare;23;2412;2438
2005;85;Casanare;24;2311;2453
2005;85;Casanare;25;2467;2423
2005;85;Casanare;26;2422;2497
2005;85;Casanare;27;2171;2274
2005;85;Casanare;28;2269;2302
2005;85;Casanare;29;2228;2197
2005;85;Casanare;30;2422;2409
2005;85;Casanare;31;2193;2210
2005;85;Casanare;32;2153;2099
2005;85;Casanare;33;2309;2216
2005;85;Casanare;34;2052;1963
2005;85;Casanare;35;2252;2080
2005;85;Casanare;36;2117;2030
2005;85;Casanare;37;2035;1868
2005;85;Casanare;38;2070;1831
2005;85;Casanare;39;1908;1800
2005;85;Casanare;40;2036;1738
2005;85;Casanare;41;1724;1671
2005;85;Casanare;42;1774;1522
2005;85;Casanare;43;1641;1492
2005;85;Casanare;44;1552;1316
2005;85;Casanare;45;1619;1450
2005;85;Casanare;46;1390;1299
2005;85;Casanare;47;1301;1133
2005;85;Casanare;48;1309;1174
2005;85;Casanare;49;1225;1069
2005;85;Casanare;50;1231;1124
2005;85;Casanare;51;1086;895
2005;85;Casanare;52;973;792
2005;85;Casanare;53;945;837
2005;85;Casanare;54;787;688
2005;85;Casanare;55;963;810
2005;85;Casanare;56;865;719
2005;85;Casanare;57;773;655
2005;85;Casanare;58;747;610
2005;85;Casanare;59;601;502
2005;85;Casanare;60;702;635
2005;85;Casanare;61;537;520
2005;85;Casanare;62;566;486
2005;85;Casanare;63;609;523
2005;85;Casanare;64;485;393
2005;85;Casanare;65;555;536
2005;85;Casanare;66;478;426
2005;85;Casanare;67;434;394
2005;85;Casanare;68;393;410
2005;85;Casanare;69;401;367
2005;85;Casanare;70;402;431
2005;85;Casanare;71;317;281
2005;85;Casanare;72;320;304
2005;85;Casanare;73;272;273
2005;85;Casanare;74;214;202
2005;85;Casanare;75;280;309
2005;85;Casanare;76;185;205
2005;85;Casanare;77;179;189
2005;85;Casanare;78;162;158
2005;85;Casanare;79;129;149
2005;85;Casanare;80;181;164
2005;85;Casanare;81;93;102
2005;85;Casanare;82;103;102
2005;85;Casanare;83;92;95
2005;85;Casanare;84;81;63
2005;85;Casanare;85;74;113
2005;85;Casanare;86;53;49
2005;85;Casanare;87;53;54
2005;85;Casanare;88;34;46
2005;85;Casanare;89;37;43
2005;85;Casanare;90;32;26
2005;85;Casanare;91;22;26
2005;85;Casanare;92;13;10
2005;85;Casanare;93;6;10
2005;85;Casanare;94;6;9
2005;85;Casanare;95;9;9
2005;85;Casanare;96;6;6
2005;85;Casanare;97;1;2
2005;85;Casanare;98;2;NA
2005;85;Casanare;99;NA;1
2005;85;Casanare;100;NA;3
2005;85;Casanare;101;NA;1
2005;85;Casanare;102;2;1
2005;85;Casanare;105;NA;1
2005;85;Casanare;110;NA;1
2005;85;Casanare;112;1;NA
2005;86;Putumayo;0;4237;4251
2005;86;Putumayo;1;2785;2684
2005;86;Putumayo;2;2909;2844
2005;86;Putumayo;3;3000;2849
2005;86;Putumayo;4;2951;2768
2005;86;Putumayo;5;3170;3173
2005;86;Putumayo;6;2942;2847
2005;86;Putumayo;7;2799;2740
2005;86;Putumayo;8;2896;2884
2005;86;Putumayo;9;2933;2812
2005;86;Putumayo;10;2995;2956
2005;86;Putumayo;11;2863;2760
2005;86;Putumayo;12;2764;2720
2005;86;Putumayo;13;2684;2589
2005;86;Putumayo;14;2654;2603
2005;86;Putumayo;15;2623;2570
2005;86;Putumayo;16;2388;2448
2005;86;Putumayo;17;2422;2393
2005;86;Putumayo;18;2316;2248
2005;86;Putumayo;19;2358;2175
2005;86;Putumayo;20;2542;2338
2005;86;Putumayo;21;2170;2041
2005;86;Putumayo;22;2286;2246
2005;86;Putumayo;23;2270;2196
2005;86;Putumayo;24;2046;2086
2005;86;Putumayo;25;2286;2234
2005;86;Putumayo;26;2079;2025
2005;86;Putumayo;27;1949;1989
2005;86;Putumayo;28;1999;1927
2005;86;Putumayo;29;1761;1790
2005;86;Putumayo;30;1958;1866
2005;86;Putumayo;31;1623;1573
2005;86;Putumayo;32;1732;1738
2005;86;Putumayo;33;1697;1771
2005;86;Putumayo;34;1532;1523
2005;86;Putumayo;35;1817;1734
2005;86;Putumayo;36;1550;1630
2005;86;Putumayo;37;1487;1518
2005;86;Putumayo;38;1444;1422
2005;86;Putumayo;39;1413;1331
2005;86;Putumayo;40;1388;1434
2005;86;Putumayo;41;1105;1112
2005;86;Putumayo;42;1263;1253
2005;86;Putumayo;43;1263;1175
2005;86;Putumayo;44;1113;1000
2005;86;Putumayo;45;1304;1231
2005;86;Putumayo;46;1007;889
2005;86;Putumayo;47;868;868
2005;86;Putumayo;48;931;886
2005;86;Putumayo;49;857;820
2005;86;Putumayo;50;857;860
2005;86;Putumayo;51;693;695
2005;86;Putumayo;52;803;724
2005;86;Putumayo;53;761;689
2005;86;Putumayo;54;674;625
2005;86;Putumayo;55;807;746
2005;86;Putumayo;56;675;582
2005;86;Putumayo;57;580;557
2005;86;Putumayo;58;525;517
2005;86;Putumayo;59;516;459
2005;86;Putumayo;60;566;530
2005;86;Putumayo;61;460;404
2005;86;Putumayo;62;460;437
2005;86;Putumayo;63;456;398
2005;86;Putumayo;64;407;379
2005;86;Putumayo;65;589;527
2005;86;Putumayo;66;408;409
2005;86;Putumayo;67;397;294
2005;86;Putumayo;68;326;329
2005;86;Putumayo;69;302;302
2005;86;Putumayo;70;362;340
2005;86;Putumayo;71;268;251
2005;86;Putumayo;72;278;275
2005;86;Putumayo;73;258;268
2005;86;Putumayo;74;229;248
2005;86;Putumayo;75;341;326
2005;86;Putumayo;76;252;237
2005;86;Putumayo;77;214;223
2005;86;Putumayo;78;185;176
2005;86;Putumayo;79;172;147
2005;86;Putumayo;80;156;141
2005;86;Putumayo;81;104;92
2005;86;Putumayo;82;95;111
2005;86;Putumayo;83;90;95
2005;86;Putumayo;84;83;87
2005;86;Putumayo;85;119;136
2005;86;Putumayo;86;81;59
2005;86;Putumayo;87;50;50
2005;86;Putumayo;88;59;41
2005;86;Putumayo;89;43;32
2005;86;Putumayo;90;39;51
2005;86;Putumayo;91;20;27
2005;86;Putumayo;92;16;31
2005;86;Putumayo;93;15;16
2005;86;Putumayo;94;8;11
2005;86;Putumayo;95;12;6
2005;86;Putumayo;96;5;4
2005;86;Putumayo;97;3;6
2005;86;Putumayo;98;6;2
2005;86;Putumayo;99;2;4
2005;86;Putumayo;100;1;6
2005;86;Putumayo;101;1;1
2005;86;Putumayo;103;NA;1
2005;86;Putumayo;104;1;1
2005;86;Putumayo;105;2;5
2005;86;Putumayo;111;1;NA
2005;86;Putumayo;112;1;NA
2005;86;Putumayo;115;4;NA
2005;88;San andrés;0;740;612
2005;88;San andrés;1;631;587
2005;88;San andrés;2;612;579
2005;88;San andrés;3;596;600
2005;88;San andrés;4;561;580
2005;88;San andrés;5;626;608
2005;88;San andrés;6;600;595
2005;88;San andrés;7;643;573
2005;88;San andrés;8;563;669
2005;88;San andrés;9;599;581
2005;88;San andrés;10;592;608
2005;88;San andrés;11;594;608
2005;88;San andrés;12;655;678
2005;88;San andrés;13;666;619
2005;88;San andrés;14;619;611
2005;88;San andrés;15;636;592
2005;88;San andrés;16;575;574
2005;88;San andrés;17;490;473
2005;88;San andrés;18;479;383
2005;88;San andrés;19;490;421
2005;88;San andrés;20;494;453
2005;88;San andrés;21;422;407
2005;88;San andrés;22;492;467
2005;88;San andrés;23;488;467
2005;88;San andrés;24;507;528
2005;88;San andrés;25;458;441
2005;88;San andrés;26;450;489
2005;88;San andrés;27;440;417
2005;88;San andrés;28;387;473
2005;88;San andrés;29;410;452
2005;88;San andrés;30;367;416
2005;88;San andrés;31;412;408
2005;88;San andrés;32;391;382
2005;88;San andrés;33;367;455
2005;88;San andrés;34;427;482
2005;88;San andrés;35;460;508
2005;88;San andrés;36;449;514
2005;88;San andrés;37;479;559
2005;88;San andrés;38;439;489
2005;88;San andrés;39;523;513
2005;88;San andrés;40;504;524
2005;88;San andrés;41;490;547
2005;88;San andrés;42;536;573
2005;88;San andrés;43;476;511
2005;88;San andrés;44;434;501
2005;88;San andrés;45;492;497
2005;88;San andrés;46;409;467
2005;88;San andrés;47;387;398
2005;88;San andrés;48;337;411
2005;88;San andrés;49;313;346
2005;88;San andrés;50;320;378
2005;88;San andrés;51;272;320
2005;88;San andrés;52;239;292
2005;88;San andrés;53;252;276
2005;88;San andrés;54;214;282
2005;88;San andrés;55;225;235
2005;88;San andrés;56;172;207
2005;88;San andrés;57;204;197
2005;88;San andrés;58;166;212
2005;88;San andrés;59;155;147
2005;88;San andrés;60;146;166
2005;88;San andrés;61;149;151
2005;88;San andrés;62;105;124
2005;88;San andrés;63;125;126
2005;88;San andrés;64;106;111
2005;88;San andrés;65;123;129
2005;88;San andrés;66;98;128
2005;88;San andrés;67;106;95
2005;88;San andrés;68;81;104
2005;88;San andrés;69;86;95
2005;88;San andrés;70;77;99
2005;88;San andrés;71;61;76
2005;88;San andrés;72;66;66
2005;88;San andrés;73;60;65
2005;88;San andrés;74;51;59
2005;88;San andrés;75;46;70
2005;88;San andrés;76;43;59
2005;88;San andrés;77;46;44
2005;88;San andrés;78;30;47
2005;88;San andrés;79;28;40
2005;88;San andrés;80;31;30
2005;88;San andrés;81;28;30
2005;88;San andrés;82;20;27
2005;88;San andrés;83;20;38
2005;88;San andrés;84;16;24
2005;88;San andrés;85;22;22
2005;88;San andrés;86;11;25
2005;88;San andrés;87;3;16
2005;88;San andrés;88;6;10
2005;88;San andrés;89;6;26
2005;88;San andrés;90;4;7
2005;88;San andrés;91;7;7
2005;88;San andrés;92;2;4
2005;88;San andrés;93;2;5
2005;88;San andrés;94;1;4
2005;88;San andrés;95;1;3
2005;88;San andrés;97;1;1
2005;88;San andrés;99;1;1
2005;88;San andrés;100;NA;4
2005;88;San andrés;104;NA;1
2005;88;San andrés;105;1;NA
2005;91;Amazonas;0;892;834
2005;91;Amazonas;1;743;709
2005;91;Amazonas;2;666;647
2005;91;Amazonas;3;639;574
2005;91;Amazonas;4;583;646
2005;91;Amazonas;5;720;632
2005;91;Amazonas;6;697;640
2005;91;Amazonas;7;637;577
2005;91;Amazonas;8;598;564
2005;91;Amazonas;9;567;540
2005;91;Amazonas;10;598;526
2005;91;Amazonas;11;620;525
2005;91;Amazonas;12;533;529
2005;91;Amazonas;13;590;580
2005;91;Amazonas;14;600;517
2005;91;Amazonas;15;546;552
2005;91;Amazonas;16;575;528
2005;91;Amazonas;17;508;478
2005;91;Amazonas;18;535;492
2005;91;Amazonas;19;549;456
2005;91;Amazonas;20;532;424
2005;91;Amazonas;21;490;433
2005;91;Amazonas;22;486;410
2005;91;Amazonas;23;436;451
2005;91;Amazonas;24;447;375
2005;91;Amazonas;25;381;438
2005;91;Amazonas;26;337;361
2005;91;Amazonas;27;331;299
2005;91;Amazonas;28;310;314
2005;91;Amazonas;29;307;323
2005;91;Amazonas;30;356;337
2005;91;Amazonas;31;351;329
2005;91;Amazonas;32;282;295
2005;91;Amazonas;33;340;304
2005;91;Amazonas;34;283;274
2005;91;Amazonas;35;308;325
2005;91;Amazonas;36;281;303
2005;91;Amazonas;37;282;267
2005;91;Amazonas;38;271;272
2005;91;Amazonas;39;252;284
2005;91;Amazonas;40;282;266
2005;91;Amazonas;41;275;214
2005;91;Amazonas;42;268;230
2005;91;Amazonas;43;248;220
2005;91;Amazonas;44;190;175
2005;91;Amazonas;45;247;208
2005;91;Amazonas;46;222;179
2005;91;Amazonas;47;190;214
2005;91;Amazonas;48;192;155
2005;91;Amazonas;49;166;158
2005;91;Amazonas;50;188;153
2005;91;Amazonas;51;160;161
2005;91;Amazonas;52;157;131
2005;91;Amazonas;53;134;145
2005;91;Amazonas;54;146;127
2005;91;Amazonas;55;152;130
2005;91;Amazonas;56;134;107
2005;91;Amazonas;57;126;71
2005;91;Amazonas;58;97;93
2005;91;Amazonas;59;87;77
2005;91;Amazonas;60;113;80
2005;91;Amazonas;61;94;55
2005;91;Amazonas;62;70;73
2005;91;Amazonas;63;82;80
2005;91;Amazonas;64;68;71
2005;91;Amazonas;65;91;90
2005;91;Amazonas;66;57;77
2005;91;Amazonas;67;80;67
2005;91;Amazonas;68;58;60
2005;91;Amazonas;69;52;75
2005;91;Amazonas;70;46;38
2005;91;Amazonas;71;36;28
2005;91;Amazonas;72;46;30
2005;91;Amazonas;73;27;23
2005;91;Amazonas;74;23;24
2005;91;Amazonas;75;43;33
2005;91;Amazonas;76;22;26
2005;91;Amazonas;77;12;23
2005;91;Amazonas;78;21;15
2005;91;Amazonas;79;10;14
2005;91;Amazonas;80;22;16
2005;91;Amazonas;81;15;6
2005;91;Amazonas;82;12;9
2005;91;Amazonas;83;10;7
2005;91;Amazonas;84;12;7
2005;91;Amazonas;85;12;20
2005;91;Amazonas;86;7;8
2005;91;Amazonas;87;7;6
2005;91;Amazonas;88;7;NA
2005;91;Amazonas;89;4;2
2005;91;Amazonas;90;2;3
2005;91;Amazonas;91;1;2
2005;91;Amazonas;92;2;1
2005;91;Amazonas;94;3;NA
2005;91;Amazonas;95;NA;2
2005;91;Amazonas;96;NA;1
2005;91;Amazonas;97;1;1
2005;91;Amazonas;98;1;NA
2005;91;Amazonas;99;1;NA
2005;91;Amazonas;100;NA;3
2005;91;Amazonas;101;3;1
2005;91;Amazonas;102;NA;1
2005;91;Amazonas;114;1;NA
2005;94;Guainía;0;193;215
2005;94;Guainía;1;251;232
2005;94;Guainía;2;250;230
2005;94;Guainía;3;227;237
2005;94;Guainía;4;249;247
2005;94;Guainía;5;275;274
2005;94;Guainía;6;317;269
2005;94;Guainía;7;244;216
2005;94;Guainía;8;253;236
2005;94;Guainía;9;261;265
2005;94;Guainía;10;265;282
2005;94;Guainía;11;237;245
2005;94;Guainía;12;246;234
2005;94;Guainía;13;234;216
2005;94;Guainía;14;237;218
2005;94;Guainía;15;257;238
2005;94;Guainía;16;192;164
2005;94;Guainía;17;202;173
2005;94;Guainía;18;196;164
2005;94;Guainía;19;170;159
2005;94;Guainía;20;167;162
2005;94;Guainía;21;146;154
2005;94;Guainía;22;144;140
2005;94;Guainía;23;152;155
2005;94;Guainía;24;162;150
2005;94;Guainía;25;193;171
2005;94;Guainía;26;151;162
2005;94;Guainía;27;162;155
2005;94;Guainía;28;143;130
2005;94;Guainía;29;119;135
2005;94;Guainía;30;146;170
2005;94;Guainía;31;115;144
2005;94;Guainía;32;122;128
2005;94;Guainía;33;141;113
2005;94;Guainía;34;136;117
2005;94;Guainía;35;162;140
2005;94;Guainía;36;132;138
2005;94;Guainía;37;91;105
2005;94;Guainía;38;121;121
2005;94;Guainía;39;116;115
2005;94;Guainía;40;147;113
2005;94;Guainía;41;93;108
2005;94;Guainía;42;113;94
2005;94;Guainía;43;100;87
2005;94;Guainía;44;88;90
2005;94;Guainía;45;123;92
2005;94;Guainía;46;101;92
2005;94;Guainía;47;82;85
2005;94;Guainía;48;78;87
2005;94;Guainía;49;78;51
2005;94;Guainía;50;74;56
2005;94;Guainía;51;56;37
2005;94;Guainía;52;52;37
2005;94;Guainía;53;56;37
2005;94;Guainía;54;55;45
2005;94;Guainía;55;68;38
2005;94;Guainía;56;53;62
2005;94;Guainía;57;47;55
2005;94;Guainía;58;57;47
2005;94;Guainía;59;37;49
2005;94;Guainía;60;72;51
2005;94;Guainía;61;30;31
2005;94;Guainía;62;36;32
2005;94;Guainía;63;38;31
2005;94;Guainía;64;21;23
2005;94;Guainía;65;55;36
2005;94;Guainía;66;35;20
2005;94;Guainía;67;35;21
2005;94;Guainía;68;27;18
2005;94;Guainía;69;12;12
2005;94;Guainía;70;31;15
2005;94;Guainía;71;13;11
2005;94;Guainía;72;17;10
2005;94;Guainía;73;22;9
2005;94;Guainía;74;11;7
2005;94;Guainía;75;22;19
2005;94;Guainía;76;12;8
2005;94;Guainía;77;16;12
2005;94;Guainía;78;10;5
2005;94;Guainía;79;6;5
2005;94;Guainía;80;11;7
2005;94;Guainía;81;5;6
2005;94;Guainía;82;3;5
2005;94;Guainía;83;7;3
2005;94;Guainía;84;7;NA
2005;94;Guainía;85;8;7
2005;94;Guainía;86;2;1
2005;94;Guainía;87;3;1
2005;94;Guainía;88;1;1
2005;94;Guainía;90;1;3
2005;94;Guainía;95;NA;2
2005;95;Guaviare;0;973;851
2005;95;Guaviare;1;760;827
2005;95;Guaviare;2;808;723
2005;95;Guaviare;3;642;616
2005;95;Guaviare;4;695;658
2005;95;Guaviare;5;725;736
2005;95;Guaviare;6;693;714
2005;95;Guaviare;7;645;666
2005;95;Guaviare;8;666;744
2005;95;Guaviare;9;605;607
2005;95;Guaviare;10;706;731
2005;95;Guaviare;11;728;667
2005;95;Guaviare;12;634;683
2005;95;Guaviare;13;693;680
2005;95;Guaviare;14;623;610
2005;95;Guaviare;15;527;546
2005;95;Guaviare;16;512;527
2005;95;Guaviare;17;446;495
2005;95;Guaviare;18;449;558
2005;95;Guaviare;19;436;474
2005;95;Guaviare;20;414;469
2005;95;Guaviare;21;365;448
2005;95;Guaviare;22;389;412
2005;95;Guaviare;23;413;491
2005;95;Guaviare;24;401;390
2005;95;Guaviare;25;405;404
2005;95;Guaviare;26;510;484
2005;95;Guaviare;27;359;408
2005;95;Guaviare;28;444;325
2005;95;Guaviare;29;383;400
2005;95;Guaviare;30;453;449
2005;95;Guaviare;31;444;419
2005;95;Guaviare;32;433;375
2005;95;Guaviare;33;459;385
2005;95;Guaviare;34;456;416
2005;95;Guaviare;35;472;441
2005;95;Guaviare;36;361;332
2005;95;Guaviare;37;425;382
2005;95;Guaviare;38;396;361
2005;95;Guaviare;39;433;443
2005;95;Guaviare;40;397;314
2005;95;Guaviare;41;471;336
2005;95;Guaviare;42;509;394
2005;95;Guaviare;43;434;294
2005;95;Guaviare;44;340;310
2005;95;Guaviare;45;312;251
2005;95;Guaviare;46;294;223
2005;95;Guaviare;47;329;289
2005;95;Guaviare;48;341;285
2005;95;Guaviare;49;286;231
2005;95;Guaviare;50;303;256
2005;95;Guaviare;51;216;177
2005;95;Guaviare;52;215;191
2005;95;Guaviare;53;201;145
2005;95;Guaviare;54;277;213
2005;95;Guaviare;55;208;173
2005;95;Guaviare;56;161;138
2005;95;Guaviare;57;187;152
2005;95;Guaviare;58;137;110
2005;95;Guaviare;59;181;143
2005;95;Guaviare;60;189;184
2005;95;Guaviare;61;147;119
2005;95;Guaviare;62;126;89
2005;95;Guaviare;63;126;96
2005;95;Guaviare;64;109;106
2005;95;Guaviare;65;124;95
2005;95;Guaviare;66;147;105
2005;95;Guaviare;67;96;98
2005;95;Guaviare;68;103;79
2005;95;Guaviare;69;90;79
2005;95;Guaviare;70;107;86
2005;95;Guaviare;71;70;89
2005;95;Guaviare;72;105;83
2005;95;Guaviare;73;80;55
2005;95;Guaviare;74;68;47
2005;95;Guaviare;75;47;43
2005;95;Guaviare;76;68;45
